image_path,filename,part,quality,index,split,image_size
train\major_defect\windshield_major_defect_10_0290.jpg,windshield_major_defect_10_0290.jpg,windshield,major_defect,10,train,"[256, 256]"
train\major_defect\windshield_major_defect_11_0291.jpg,windshield_major_defect_11_0291.jpg,windshield,major_defect,11,train,"[256, 256]"
train\major_defect\windshield_major_defect_12_0292.jpg,windshield_major_defect_12_0292.jpg,windshield,major_defect,12,train,"[256, 256]"
train\major_defect\windshield_major_defect_13_0293.jpg,windshield_major_defect_13_0293.jpg,windshield,major_defect,13,train,"[256, 256]"
train\major_defect\windshield_major_defect_14_0294.jpg,windshield_major_defect_14_0294.jpg,windshield,major_defect,14,train,"[256, 256]"
train\major_defect\windshield_major_defect_15_0295.jpg,windshield_major_defect_15_0295.jpg,windshield,major_defect,15,train,"[256, 256]"
train\major_defect\windshield_major_defect_16_0296.jpg,windshield_major_defect_16_0296.jpg,windshield,major_defect,16,train,"[256, 256]"
train\major_defect\windshield_major_defect_17_0297.jpg,windshield_major_defect_17_0297.jpg,windshield,major_defect,17,train,"[256, 256]"
train\major_defect\windshield_major_defect_18_0298.jpg,windshield_major_defect_18_0298.jpg,windshield,major_defect,18,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_00_0140.jpg,bumper_minor_defect_00_0140.jpg,bumper,minor_defect,0,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_01_0141.jpg,bumper_minor_defect_01_0141.jpg,bumper,minor_defect,1,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_05_0145.jpg,bumper_minor_defect_05_0145.jpg,bumper,minor_defect,5,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_06_0146.jpg,bumper_minor_defect_06_0146.jpg,bumper,minor_defect,6,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_07_0147.jpg,bumper_minor_defect_07_0147.jpg,bumper,minor_defect,7,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_08_0148.jpg,bumper_minor_defect_08_0148.jpg,bumper,minor_defect,8,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_09_0149.jpg,bumper_minor_defect_09_0149.jpg,bumper,minor_defect,9,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_11_0151.jpg,bumper_minor_defect_11_0151.jpg,bumper,minor_defect,11,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_12_0152.jpg,bumper_minor_defect_12_0152.jpg,bumper,minor_defect,12,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_13_0153.jpg,bumper_minor_defect_13_0153.jpg,bumper,minor_defect,13,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_15_0155.jpg,bumper_minor_defect_15_0155.jpg,bumper,minor_defect,15,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_16_0156.jpg,bumper_minor_defect_16_0156.jpg,bumper,minor_defect,16,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_17_0157.jpg,bumper_minor_defect_17_0157.jpg,bumper,minor_defect,17,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_18_0158.jpg,bumper_minor_defect_18_0158.jpg,bumper,minor_defect,18,train,"[256, 256]"
train\minor_defect\bumper_minor_defect_19_0159.jpg,bumper_minor_defect_19_0159.jpg,bumper,minor_defect,19,train,"[256, 256]"
train\minor_defect\door_minor_defect_05_0025.jpg,door_minor_defect_05_0025.jpg,door,minor_defect,5,train,"[256, 256]"
train\minor_defect\door_minor_defect_06_0026.jpg,door_minor_defect_06_0026.jpg,door,minor_defect,6,train,"[256, 256]"
train\minor_defect\door_minor_defect_07_0027.jpg,door_minor_defect_07_0027.jpg,door,minor_defect,7,train,"[256, 256]"
train\minor_defect\door_minor_defect_11_0031.jpg,door_minor_defect_11_0031.jpg,door,minor_defect,11,train,"[256, 256]"
train\minor_defect\door_minor_defect_15_0035.jpg,door_minor_defect_15_0035.jpg,door,minor_defect,15,train,"[256, 256]"
train\minor_defect\door_minor_defect_17_0037.jpg,door_minor_defect_17_0037.jpg,door,minor_defect,17,train,"[256, 256]"
train\minor_defect\door_minor_defect_19_0039.jpg,door_minor_defect_19_0039.jpg,door,minor_defect,19,train,"[256, 256]"
train\minor_defect\fender_minor_defect_03_0203.jpg,fender_minor_defect_03_0203.jpg,fender,minor_defect,3,train,"[256, 256]"
train\minor_defect\fender_minor_defect_04_0204.jpg,fender_minor_defect_04_0204.jpg,fender,minor_defect,4,train,"[256, 256]"
train\minor_defect\fender_minor_defect_05_0205.jpg,fender_minor_defect_05_0205.jpg,fender,minor_defect,5,train,"[256, 256]"
train\minor_defect\fender_minor_defect_07_0207.jpg,fender_minor_defect_07_0207.jpg,fender,minor_defect,7,train,"[256, 256]"
train\minor_defect\fender_minor_defect_10_0210.jpg,fender_minor_defect_10_0210.jpg,fender,minor_defect,10,train,"[256, 256]"
train\minor_defect\fender_minor_defect_11_0211.jpg,fender_minor_defect_11_0211.jpg,fender,minor_defect,11,train,"[256, 256]"
train\minor_defect\fender_minor_defect_12_0212.jpg,fender_minor_defect_12_0212.jpg,fender,minor_defect,12,train,"[256, 256]"
train\minor_defect\fender_minor_defect_13_0213.jpg,fender_minor_defect_13_0213.jpg,fender,minor_defect,13,train,"[256, 256]"
train\minor_defect\fender_minor_defect_16_0216.jpg,fender_minor_defect_16_0216.jpg,fender,minor_defect,16,train,"[256, 256]"
train\minor_defect\fender_minor_defect_17_0217.jpg,fender_minor_defect_17_0217.jpg,fender,minor_defect,17,train,"[256, 256]"
train\minor_defect\fender_minor_defect_18_0218.jpg,fender_minor_defect_18_0218.jpg,fender,minor_defect,18,train,"[256, 256]"
train\minor_defect\fender_minor_defect_19_0219.jpg,fender_minor_defect_19_0219.jpg,fender,minor_defect,19,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_00_0500.jpg,headlight_minor_defect_00_0500.jpg,headlight,minor_defect,0,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_01_0501.jpg,headlight_minor_defect_01_0501.jpg,headlight,minor_defect,1,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_03_0503.jpg,headlight_minor_defect_03_0503.jpg,headlight,minor_defect,3,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_04_0504.jpg,headlight_minor_defect_04_0504.jpg,headlight,minor_defect,4,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_05_0505.jpg,headlight_minor_defect_05_0505.jpg,headlight,minor_defect,5,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_06_0506.jpg,headlight_minor_defect_06_0506.jpg,headlight,minor_defect,6,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_07_0507.jpg,headlight_minor_defect_07_0507.jpg,headlight,minor_defect,7,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_08_0508.jpg,headlight_minor_defect_08_0508.jpg,headlight,minor_defect,8,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_09_0509.jpg,headlight_minor_defect_09_0509.jpg,headlight,minor_defect,9,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_10_0510.jpg,headlight_minor_defect_10_0510.jpg,headlight,minor_defect,10,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_11_0511.jpg,headlight_minor_defect_11_0511.jpg,headlight,minor_defect,11,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_12_0512.jpg,headlight_minor_defect_12_0512.jpg,headlight,minor_defect,12,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_13_0513.jpg,headlight_minor_defect_13_0513.jpg,headlight,minor_defect,13,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_16_0516.jpg,headlight_minor_defect_16_0516.jpg,headlight,minor_defect,16,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_17_0517.jpg,headlight_minor_defect_17_0517.jpg,headlight,minor_defect,17,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_18_0518.jpg,headlight_minor_defect_18_0518.jpg,headlight,minor_defect,18,train,"[256, 256]"
train\minor_defect\headlight_minor_defect_19_0519.jpg,headlight_minor_defect_19_0519.jpg,headlight,minor_defect,19,train,"[256, 256]"
train\minor_defect\hood_minor_defect_00_0080.jpg,hood_minor_defect_00_0080.jpg,hood,minor_defect,0,train,"[256, 256]"
train\minor_defect\hood_minor_defect_01_0081.jpg,hood_minor_defect_01_0081.jpg,hood,minor_defect,1,train,"[256, 256]"
train\minor_defect\hood_minor_defect_02_0082.jpg,hood_minor_defect_02_0082.jpg,hood,minor_defect,2,train,"[256, 256]"
train\minor_defect\hood_minor_defect_04_0084.jpg,hood_minor_defect_04_0084.jpg,hood,minor_defect,4,train,"[256, 256]"
train\minor_defect\hood_minor_defect_05_0085.jpg,hood_minor_defect_05_0085.jpg,hood,minor_defect,5,train,"[256, 256]"
train\minor_defect\hood_minor_defect_07_0087.jpg,hood_minor_defect_07_0087.jpg,hood,minor_defect,7,train,"[256, 256]"
train\minor_defect\hood_minor_defect_08_0088.jpg,hood_minor_defect_08_0088.jpg,hood,minor_defect,8,train,"[256, 256]"
train\minor_defect\hood_minor_defect_09_0089.jpg,hood_minor_defect_09_0089.jpg,hood,minor_defect,9,train,"[256, 256]"
train\minor_defect\hood_minor_defect_10_0090.jpg,hood_minor_defect_10_0090.jpg,hood,minor_defect,10,train,"[256, 256]"
train\minor_defect\hood_minor_defect_11_0091.jpg,hood_minor_defect_11_0091.jpg,hood,minor_defect,11,train,"[256, 256]"
train\minor_defect\hood_minor_defect_12_0092.jpg,hood_minor_defect_12_0092.jpg,hood,minor_defect,12,train,"[256, 256]"
train\minor_defect\hood_minor_defect_13_0093.jpg,hood_minor_defect_13_0093.jpg,hood,minor_defect,13,train,"[256, 256]"
train\minor_defect\hood_minor_defect_14_0094.jpg,hood_minor_defect_14_0094.jpg,hood,minor_defect,14,train,"[256, 256]"
train\minor_defect\hood_minor_defect_15_0095.jpg,hood_minor_defect_15_0095.jpg,hood,minor_defect,15,train,"[256, 256]"
train\minor_defect\hood_minor_defect_17_0097.jpg,hood_minor_defect_17_0097.jpg,hood,minor_defect,17,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_00_0680.jpg,roof_top_inside_minor_defect_00_0680.jpg,roof_top_inside,minor_defect,0,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_01_0681.jpg,roof_top_inside_minor_defect_01_0681.jpg,roof_top_inside,minor_defect,1,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_02_0682.jpg,roof_top_inside_minor_defect_02_0682.jpg,roof_top_inside,minor_defect,2,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_03_0683.jpg,roof_top_inside_minor_defect_03_0683.jpg,roof_top_inside,minor_defect,3,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_05_0685.jpg,roof_top_inside_minor_defect_05_0685.jpg,roof_top_inside,minor_defect,5,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_07_0687.jpg,roof_top_inside_minor_defect_07_0687.jpg,roof_top_inside,minor_defect,7,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_08_0688.jpg,roof_top_inside_minor_defect_08_0688.jpg,roof_top_inside,minor_defect,8,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_09_0689.jpg,roof_top_inside_minor_defect_09_0689.jpg,roof_top_inside,minor_defect,9,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_10_0690.jpg,roof_top_inside_minor_defect_10_0690.jpg,roof_top_inside,minor_defect,10,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_11_0691.jpg,roof_top_inside_minor_defect_11_0691.jpg,roof_top_inside,minor_defect,11,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_12_0692.jpg,roof_top_inside_minor_defect_12_0692.jpg,roof_top_inside,minor_defect,12,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_14_0694.jpg,roof_top_inside_minor_defect_14_0694.jpg,roof_top_inside,minor_defect,14,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_15_0695.jpg,roof_top_inside_minor_defect_15_0695.jpg,roof_top_inside,minor_defect,15,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_16_0696.jpg,roof_top_inside_minor_defect_16_0696.jpg,roof_top_inside,minor_defect,16,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_18_0698.jpg,roof_top_inside_minor_defect_18_0698.jpg,roof_top_inside,minor_defect,18,train,"[256, 256]"
train\minor_defect\roof_top_inside_minor_defect_19_0699.jpg,roof_top_inside_minor_defect_19_0699.jpg,roof_top_inside,minor_defect,19,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_00_0740.jpg,roof_top_outside_minor_defect_00_0740.jpg,roof_top_outside,minor_defect,0,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_02_0742.jpg,roof_top_outside_minor_defect_02_0742.jpg,roof_top_outside,minor_defect,2,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_03_0743.jpg,roof_top_outside_minor_defect_03_0743.jpg,roof_top_outside,minor_defect,3,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_07_0747.jpg,roof_top_outside_minor_defect_07_0747.jpg,roof_top_outside,minor_defect,7,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_08_0748.jpg,roof_top_outside_minor_defect_08_0748.jpg,roof_top_outside,minor_defect,8,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_09_0749.jpg,roof_top_outside_minor_defect_09_0749.jpg,roof_top_outside,minor_defect,9,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_10_0750.jpg,roof_top_outside_minor_defect_10_0750.jpg,roof_top_outside,minor_defect,10,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_15_0755.jpg,roof_top_outside_minor_defect_15_0755.jpg,roof_top_outside,minor_defect,15,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_17_0757.jpg,roof_top_outside_minor_defect_17_0757.jpg,roof_top_outside,minor_defect,17,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_18_0758.jpg,roof_top_outside_minor_defect_18_0758.jpg,roof_top_outside,minor_defect,18,train,"[256, 256]"
train\minor_defect\roof_top_outside_minor_defect_19_0759.jpg,roof_top_outside_minor_defect_19_0759.jpg,roof_top_outside,minor_defect,19,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_00_0380.jpg,side_mirror_minor_defect_00_0380.jpg,side_mirror,minor_defect,0,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_01_0381.jpg,side_mirror_minor_defect_01_0381.jpg,side_mirror,minor_defect,1,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_02_0382.jpg,side_mirror_minor_defect_02_0382.jpg,side_mirror,minor_defect,2,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_03_0383.jpg,side_mirror_minor_defect_03_0383.jpg,side_mirror,minor_defect,3,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_04_0384.jpg,side_mirror_minor_defect_04_0384.jpg,side_mirror,minor_defect,4,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_05_0385.jpg,side_mirror_minor_defect_05_0385.jpg,side_mirror,minor_defect,5,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_06_0386.jpg,side_mirror_minor_defect_06_0386.jpg,side_mirror,minor_defect,6,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_07_0387.jpg,side_mirror_minor_defect_07_0387.jpg,side_mirror,minor_defect,7,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_11_0391.jpg,side_mirror_minor_defect_11_0391.jpg,side_mirror,minor_defect,11,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_12_0392.jpg,side_mirror_minor_defect_12_0392.jpg,side_mirror,minor_defect,12,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_13_0393.jpg,side_mirror_minor_defect_13_0393.jpg,side_mirror,minor_defect,13,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_14_0394.jpg,side_mirror_minor_defect_14_0394.jpg,side_mirror,minor_defect,14,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_15_0395.jpg,side_mirror_minor_defect_15_0395.jpg,side_mirror,minor_defect,15,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_16_0396.jpg,side_mirror_minor_defect_16_0396.jpg,side_mirror,minor_defect,16,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_17_0397.jpg,side_mirror_minor_defect_17_0397.jpg,side_mirror,minor_defect,17,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_18_0398.jpg,side_mirror_minor_defect_18_0398.jpg,side_mirror,minor_defect,18,train,"[256, 256]"
train\minor_defect\side_mirror_minor_defect_19_0399.jpg,side_mirror_minor_defect_19_0399.jpg,side_mirror,minor_defect,19,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_00_0440.jpg,trunk_minor_defect_00_0440.jpg,trunk,minor_defect,0,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_02_0442.jpg,trunk_minor_defect_02_0442.jpg,trunk,minor_defect,2,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_06_0446.jpg,trunk_minor_defect_06_0446.jpg,trunk,minor_defect,6,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_07_0447.jpg,trunk_minor_defect_07_0447.jpg,trunk,minor_defect,7,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_09_0449.jpg,trunk_minor_defect_09_0449.jpg,trunk,minor_defect,9,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_11_0451.jpg,trunk_minor_defect_11_0451.jpg,trunk,minor_defect,11,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_12_0452.jpg,trunk_minor_defect_12_0452.jpg,trunk,minor_defect,12,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_13_0453.jpg,trunk_minor_defect_13_0453.jpg,trunk,minor_defect,13,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_14_0454.jpg,trunk_minor_defect_14_0454.jpg,trunk,minor_defect,14,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_16_0456.jpg,trunk_minor_defect_16_0456.jpg,trunk,minor_defect,16,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_17_0457.jpg,trunk_minor_defect_17_0457.jpg,trunk,minor_defect,17,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_18_0458.jpg,trunk_minor_defect_18_0458.jpg,trunk,minor_defect,18,train,"[256, 256]"
train\minor_defect\trunk_minor_defect_19_0459.jpg,trunk_minor_defect_19_0459.jpg,trunk,minor_defect,19,train,"[256, 256]"
train\minor_defect\wheel_minor_defect_05_0325.jpg,wheel_minor_defect_05_0325.jpg,wheel,minor_defect,5,train,"[256, 256]"
train\minor_defect\wheel_minor_defect_11_0331.jpg,wheel_minor_defect_11_0331.jpg,wheel,minor_defect,11,train,"[256, 256]"
train\minor_defect\wheel_minor_defect_13_0333.jpg,wheel_minor_defect_13_0333.jpg,wheel,minor_defect,13,train,"[256, 256]"
train\minor_defect\wheel_minor_defect_18_0338.jpg,wheel_minor_defect_18_0338.jpg,wheel,minor_defect,18,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_01_0561.jpg,whole_car_minor_defect_01_0561.jpg,whole_car,minor_defect,1,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_02_0562.jpg,whole_car_minor_defect_02_0562.jpg,whole_car,minor_defect,2,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_06_0566.jpg,whole_car_minor_defect_06_0566.jpg,whole_car,minor_defect,6,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_10_0570.jpg,whole_car_minor_defect_10_0570.jpg,whole_car,minor_defect,10,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_11_0571.jpg,whole_car_minor_defect_11_0571.jpg,whole_car,minor_defect,11,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_12_0572.jpg,whole_car_minor_defect_12_0572.jpg,whole_car,minor_defect,12,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_14_0574.jpg,whole_car_minor_defect_14_0574.jpg,whole_car,minor_defect,14,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_16_0576.jpg,whole_car_minor_defect_16_0576.jpg,whole_car,minor_defect,16,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_18_0578.jpg,whole_car_minor_defect_18_0578.jpg,whole_car,minor_defect,18,train,"[256, 256]"
train\minor_defect\whole_car_minor_defect_19_0579.jpg,whole_car_minor_defect_19_0579.jpg,whole_car,minor_defect,19,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_02_0622.jpg,whole_car_no_mechanical_minor_defect_02_0622.jpg,whole_car_no_mechanical,minor_defect,2,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_04_0624.jpg,whole_car_no_mechanical_minor_defect_04_0624.jpg,whole_car_no_mechanical,minor_defect,4,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_05_0625.jpg,whole_car_no_mechanical_minor_defect_05_0625.jpg,whole_car_no_mechanical,minor_defect,5,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_06_0626.jpg,whole_car_no_mechanical_minor_defect_06_0626.jpg,whole_car_no_mechanical,minor_defect,6,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_07_0627.jpg,whole_car_no_mechanical_minor_defect_07_0627.jpg,whole_car_no_mechanical,minor_defect,7,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_08_0628.jpg,whole_car_no_mechanical_minor_defect_08_0628.jpg,whole_car_no_mechanical,minor_defect,8,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_11_0631.jpg,whole_car_no_mechanical_minor_defect_11_0631.jpg,whole_car_no_mechanical,minor_defect,11,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_13_0633.jpg,whole_car_no_mechanical_minor_defect_13_0633.jpg,whole_car_no_mechanical,minor_defect,13,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_14_0634.jpg,whole_car_no_mechanical_minor_defect_14_0634.jpg,whole_car_no_mechanical,minor_defect,14,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_15_0635.jpg,whole_car_no_mechanical_minor_defect_15_0635.jpg,whole_car_no_mechanical,minor_defect,15,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_16_0636.jpg,whole_car_no_mechanical_minor_defect_16_0636.jpg,whole_car_no_mechanical,minor_defect,16,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_18_0638.jpg,whole_car_no_mechanical_minor_defect_18_0638.jpg,whole_car_no_mechanical,minor_defect,18,train,"[256, 256]"
train\minor_defect\whole_car_no_mechanical_minor_defect_19_0639.jpg,whole_car_no_mechanical_minor_defect_19_0639.jpg,whole_car_no_mechanical,minor_defect,19,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_02_0262.jpg,windshield_minor_defect_02_0262.jpg,windshield,minor_defect,2,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_03_0263.jpg,windshield_minor_defect_03_0263.jpg,windshield,minor_defect,3,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_06_0266.jpg,windshield_minor_defect_06_0266.jpg,windshield,minor_defect,6,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_08_0268.jpg,windshield_minor_defect_08_0268.jpg,windshield,minor_defect,8,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_09_0269.jpg,windshield_minor_defect_09_0269.jpg,windshield,minor_defect,9,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_11_0271.jpg,windshield_minor_defect_11_0271.jpg,windshield,minor_defect,11,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_12_0272.jpg,windshield_minor_defect_12_0272.jpg,windshield,minor_defect,12,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_14_0274.jpg,windshield_minor_defect_14_0274.jpg,windshield,minor_defect,14,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_15_0275.jpg,windshield_minor_defect_15_0275.jpg,windshield,minor_defect,15,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_16_0276.jpg,windshield_minor_defect_16_0276.jpg,windshield,minor_defect,16,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_17_0277.jpg,windshield_minor_defect_17_0277.jpg,windshield,minor_defect,17,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_18_0278.jpg,windshield_minor_defect_18_0278.jpg,windshield,minor_defect,18,train,"[256, 256]"
train\minor_defect\windshield_minor_defect_19_0279.jpg,windshield_minor_defect_19_0279.jpg,windshield,minor_defect,19,train,"[256, 256]"
train\no_defect\bumper_no_defect_00_0120.jpg,bumper_no_defect_00_0120.jpg,bumper,no_defect,0,train,"[256, 256]"
train\no_defect\bumper_no_defect_01_0121.jpg,bumper_no_defect_01_0121.jpg,bumper,no_defect,1,train,"[256, 256]"
train\no_defect\bumper_no_defect_02_0122.jpg,bumper_no_defect_02_0122.jpg,bumper,no_defect,2,train,"[256, 256]"
train\no_defect\bumper_no_defect_03_0123.jpg,bumper_no_defect_03_0123.jpg,bumper,no_defect,3,train,"[256, 256]"
train\no_defect\bumper_no_defect_04_0124.jpg,bumper_no_defect_04_0124.jpg,bumper,no_defect,4,train,"[256, 256]"
train\no_defect\bumper_no_defect_05_0125.jpg,bumper_no_defect_05_0125.jpg,bumper,no_defect,5,train,"[256, 256]"
train\no_defect\bumper_no_defect_06_0126.jpg,bumper_no_defect_06_0126.jpg,bumper,no_defect,6,train,"[256, 256]"
train\no_defect\bumper_no_defect_10_0130.jpg,bumper_no_defect_10_0130.jpg,bumper,no_defect,10,train,"[256, 256]"
train\no_defect\bumper_no_defect_11_0131.jpg,bumper_no_defect_11_0131.jpg,bumper,no_defect,11,train,"[256, 256]"
train\no_defect\bumper_no_defect_14_0134.jpg,bumper_no_defect_14_0134.jpg,bumper,no_defect,14,train,"[256, 256]"
train\no_defect\bumper_no_defect_15_0135.jpg,bumper_no_defect_15_0135.jpg,bumper,no_defect,15,train,"[256, 256]"
train\no_defect\bumper_no_defect_16_0136.jpg,bumper_no_defect_16_0136.jpg,bumper,no_defect,16,train,"[256, 256]"
train\no_defect\bumper_no_defect_17_0137.jpg,bumper_no_defect_17_0137.jpg,bumper,no_defect,17,train,"[256, 256]"
train\no_defect\bumper_no_defect_18_0138.jpg,bumper_no_defect_18_0138.jpg,bumper,no_defect,18,train,"[256, 256]"
train\no_defect\bumper_no_defect_19_0139.jpg,bumper_no_defect_19_0139.jpg,bumper,no_defect,19,train,"[256, 256]"
train\no_defect\door_no_defect_00_0000.jpg,door_no_defect_00_0000.jpg,door,no_defect,0,train,"[256, 256]"
train\no_defect\door_no_defect_01_0001.jpg,door_no_defect_01_0001.jpg,door,no_defect,1,train,"[256, 256]"
train\no_defect\door_no_defect_02_0002.jpg,door_no_defect_02_0002.jpg,door,no_defect,2,train,"[256, 256]"
train\no_defect\door_no_defect_03_0003.jpg,door_no_defect_03_0003.jpg,door,no_defect,3,train,"[256, 256]"
train\no_defect\door_no_defect_04_0004.jpg,door_no_defect_04_0004.jpg,door,no_defect,4,train,"[256, 256]"
train\no_defect\door_no_defect_05_0005.jpg,door_no_defect_05_0005.jpg,door,no_defect,5,train,"[256, 256]"
train\no_defect\door_no_defect_07_0007.jpg,door_no_defect_07_0007.jpg,door,no_defect,7,train,"[256, 256]"
train\no_defect\door_no_defect_08_0008.jpg,door_no_defect_08_0008.jpg,door,no_defect,8,train,"[256, 256]"
